<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20110908,4.15,4.15,4,4.01,18700
AAME,20110908,2,2.03,1.99,2.03,1000
AAON,20110908,17.1,17.25,16.57,16.66,42400
AAPL,20110908,382.4,388.61,382.31,384.14,14862700
AAWW,20110908,45.84,46.24,44.66,45.23,441600
AAXJ,20110908,55,55.62,54.72,54.93,213000
ABAX,20110908,24.99,25.35,24.71,24.89,89500
ABCB,20110908,9.14,9.2,8.64,8.67,61100
ABCD,20110908,3.01,3.04,2.91,2.94,83100
ABCO,20110908,30.305,30.305,29.79,30.07,149400
ABFS,20110908,18.98,19.39,18.64,19.01,346600
ABIO,20110908,7.02,7.44,7.02,7.38,32100
ABMD,20110908,11.6,11.68,11.11,11.24,182800
ABTL,20110908,4.5,4.7,4.5,4.7,13000
ACAD,20110908,1.31,1.4,1.29,1.3,362100
ACAS,20110908,8.32,8.53,8.27,8.33,2825500
ACAT,20110908,15.54,15.69,15.03,15.09,55000
ACCL,20110908,6.22,6.29,5.95,5.97,225100
ACET,20110908,5.11,5.2,5.03,5.11,90100
ACFC,20110908,2.7,2.74,2.6,2.6,8600
ACFN,20110908,4.72,4.8,4.68,4.72,25100
ACGL,20110908,33.39,33.66,33.16,33.17,495100
ACHN,20110908,5.74,7.13,5.74,6.2,2752600
ACIW,20110908,28.69,28.69,27.17,27.5,413700
ACLS,20110908,1.32,1.37,1.3,1.32,548200
ACNB,20110908,14.86,15,14.86,14.9,2000
ACOR,20110908,25.6,25.8,24.3,24.65,335200
ACPW,20110908,7.4,7.65,7.2,7.25,311300
ACRX,20110908,3.4,3.4,3.3,3.3,200
ACTG,20110908,43.34,45.84,42.93,45.44,697400
ACTS,20110908,1.89,1.93,1.89,1.9,9400
ACUR,20110908,2.94,3.1,2.94,2.99,39800
ACWI,20110908,42.33,42.77,42.05,42.16,580100
ACWX,20110908,38.42,38.76,38.08,38.16,63400
ACXM,20110908,10.3,10.4,10.16,10.23,868100
ADAT,20110908,1.62,1.72,1.62,1.66,15700
ADBE,20110908,25.23,25.25,24.86,24.99,5994200
ADEP,20110908,3.83,3.94,3.8,3.94,1700
ADES,20110908,15.09,16.36,15.09,16.14,38700
ADI,20110908,32.6,33.49,32.41,32.66,4992600
ADP,20110908,48.92,49.24,48.54,48.71,2763800
ADRA,20110908,24.35,24.35,24.18,24.18,500
ADRD,20110908,18.96,18.96,18.72,18.75,27900
ADRE,20110908,41.38,41.78,41.21,41.32,63700
ADRU,20110908,18.45,18.45,18.38,18.38,300
ADSK,20110908,27.11,27.12,26.19,26.28,3537400
ADTN,20110908,29.78,30.61,29.71,29.92,505500
ADUS,20110908,4.79,4.86,4.5,4.86,19700
ADVS,20110908,22.22,22.66,21.9,22.01,182200
AEGR,20110908,15.14,15.31,14.84,14.97,23000
AEHR,20110908,1.19,1.19,1.16,1.16,1100
AEIS,20110908,9.65,9.94,9.44,9.49,348900
AEPI,20110908,25.7,26,25.27,25.33,12600
AERL,20110908,7.5,7.65,7.35,7.48,102900
AETI,20110908,3.64,3.64,3.64,3.64,0
AEY,20110908,2.22,2.26,2.2,2.23,12800
AEZS,20110908,11.88,12.36,11.7,11.94,1754100
AFAM,20110908,19.51,19.73,18.63,18.7,86300
AFCB,20110908,12.61,12.61,12.6,12.6,5100
AFCE,20110908,12.84,12.88,12.07,12.11,91300
AFFX,20110908,5.52,5.61,5.02,5.37,1052500
AFFY,20110908,4.55,4.61,4.51,4.53,191400
AFOP,20110908,7.94,8.1,7.81,7.94,10900
AFSI,20110908,23.54,24.22,23.54,23.67,120600
AGEN,20110908,0.53,0.53,0.51,0.52,49700
AGII,20110908,26,26.64,26,26.33,114700
AGNC,20110908,27.9,28.15,27.7,27.8,4121200
AGYS,20110908,8.59,9,8.59,8.67,150300
AHGP,20110908,47.71,48.07,47.17,47.69,30100
AHPI,20110908,3.79,3.99,3.79,3.99,3400
AIMC,20110908,12.95,13.08,12.65,13,391300
AINV,20110908,8.84,9,8.65,8.7,5453500
AIRM,20110908,21.5933,22.1333,20.7033,20.8367,185400
AIRT,20110908,7.88,7.88,7.79,7.8,2500
AIXG,20110908,20.18,20.37,19.57,19.68,264900
AKAM,20110908,21.47,22.05,21.36,21.59,3754300
AKRX,20110908,8.24,8.42,8.15,8.32,726100
ALCO,20110908,20.86,21.07,20.6,20.6,4300
ALGN,20110908,18.36,18.56,17.79,17.93,275800
ALGT,20110908,46.7,46.95,45.42,45.53,50200
ALIM,20110908,7.28,7.38,7.16,7.36,57200
ALKS,20110908,16.9,17.44,16.76,16.86,452100
ALLB,20110908,10.42,10.42,10.42,10.42,3800
ALLT,20110908,11.88,12.26,11.65,11.97,113700
ALNY,20110908,6.76,6.93,6.61,6.66,172800
ALOG,20110908,45.5,47.18,45.5,45.8,96500
ALOT,20110908,7.32,7.32,7.14,7.3,2100
ALSK,20110908,7.41,7.54,7.33,7.33,354100
ALTE,20110908,19.79,20.24,19.59,19.72,301600
ALTI,20110908,1.13,1.22,1.13,1.18,51200
ALTR,20110908,34.95,36.1,34.79,35.13,8288700
ALVR,20110908,11.7,12.3,11.4,12.1,136000
ALXA,20110908,12.7,13.1,12.5,12.7,158800
ALXN,20110908,59.42,60.14,58.32,59.69,1244800
AMAG,20110908,14.22,14.56,14.15,14.32,124100
AMAP,20110908,14.1,14.49,13.85,14.46,59400
AMAT,20110908,11.02,11.24,10.83,10.85,17080300
AMBT,20110908,7.75,7.75,7.55,7.55,1300
AMCC,20110908,5.43,5.62,5.34,5.37,391400
AMCF,20110908,1.45,1.54,1.45,1.54,2200
AMCN,20110908,2.58,2.66,2.55,2.59,69000
AMCX,20110908,33.63,36.68,32.83,33.41,214500
AMED,20110908,17.61,17.76,16.46,16.52,595300
AMGN,20110908,55.2,55.59,55.04,55.31,4503000
AMIC,20110908,5.91,5.91,5.62,5.75,8800
AMKR,20110908,4.32,4.53,4.29,4.32,2745900
AMNB,20110908,17.85,18.11,17.7,17.84,22900
AMOT,20110908,5.3,5.3,5.1,5.24,3400
AMOV,20110908,24.34,24.67,24.25,24.25,2500
AMPE,20110908,8.26,8.29,8,8.24,178000
AMRB,20110908,5.02,5.07,5.02,5.02,3500
AMRI,20110908,3.31,3.5,3.31,3.35,76100
AMRN,20110908,11.02,11.56,10.95,11.26,1207500
AMRS,20110908,19.32,19.56,18.93,18.97,127400
AMSC,20110908,6.38,6.48,6.19,6.2,515900
AMSF,20110908,19.32,19.7,19.19,19.24,44200
AMSG,20110908,22.43,22.45,21.82,21.85,109100
AMSWA,20110908,7.41,7.77,7.3,7.33,86300
AMWD,20110908,14.25,14.7,13.42,13.5,10300
AMZN,20110908,218.23,220.64,216.34,217.26,4405100
ANAC,20110908,5.1,5.17,5.01,5.01,29500
ANAD,20110908,2.58,2.67,2.48,2.54,265500
ANAT,20110908,72.44,72.76,70.41,71.72,20000
ANCB,20110908,7.98,8.01,7.16,7.16,56500
ANCI,20110908,2.13,2.16,2.13,2.13,4500
ANCX,20110908,8.2,8.34,8.16,8.2,3300
ANDE,20110908,37.54,38.02,36.59,36.64,115800
ANEN,20110908,19.86,20.13,19.65,19.95,65500
ANGO,20110908,13.96,14.68,13.77,13.92,125600
ANIK,20110908,6.04,6.08,5.99,5.99,7100
ANLY,20110908,3.46,3.54,3.46,3.54,1400
ANSS,20110908,52.55,53.32,51.78,51.81,713200
ANTH,20110908,4.8,5.14,4.59,4.62,64900
ANTP,20110908,2.41,2.43,2.31,2.43,8500
AOSL,20110908,8.21,8.41,7.83,7.9,84000
APAGF,20110908,77.65,80,74.23,74.73,33400
APEI,20110908,40.3,41.24,39.96,39.98,79300
APFC,20110908,7.27,7.5,7.15,7.21,900
APOG,20110908,9.03,9.12,8.69,8.71,89400
APOL,20110908,46.19,47.18,45.64,46.25,1278700
APPY,20110908,20.4,20.64,19.62,20.22,16100
APRI,20110908,4.59,4.6,4.43,4.49,128000
APSA,20110908,18.03,18.26,18.03,18.26,1300
APWC,20110908,3.52,3.58,3.49,3.58,2400
ARAY,20110908,4.56,4.67,4.39,4.43,409000
ARCC,20110908,14.7,15.02,14.53,14.53,1943000
ARCI,20110908,4.78,4.78,4.3,4.4,5700
ARCP,20110908,12.96,12.96,12.49,12.5,15800
ARCW,20110908,3.01,3.04,3.01,3.01,300
ARDNA,20110908,83,83,81.74,81.74,800
AREX,20110908,19.58,20.79,19.08,19.46,857200
ARIA,20110908,9.89,10.1,9.74,9.85,2524500
ARII,20110908,16.79,16.94,16.13,16.36,48900
ARKR,20110908,13.5,13.5,13.39,13.39,6300
ARLP,20110908,71.18,72.73,71.18,72.08,25000
ARMH,20110908,27.59,28.64,27.5,27.94,5189700
ARNA,20110908,1.3,1.34,1.28,1.28,999700
AROW,20110908,23.83,23.83,23.06,23.21,25200
ARQL,20110908,4.34,4.46,4.22,4.26,134200
