<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAIT,20131002,29.6,29.6,29.6,29.6,0
AAME,20131002,3.96,4,3.96,4,4900
AAOI,20131002,9.99,10,9.89,9.97,94000
AAON,20131002,27.63,27.73,26.65,26.78,81100
AAPL,20131002,485.63,491.8,483.75,489.56,10327900
AAWW,20131002,45.95,46.29,45.71,46,94700
AAXJ,20131002,59,59.42,58.85,59.41,347600
ABAX,20131002,41.44,41.96,41.16,41.25,86600
ABCB,20131002,18.38,18.57,18.08,18.23,108400
ABCD,20131002,1.4,1.49,1.4,1.42,16300
ABCO,20131002,59.98,61.66,59.14,61.32,147600
ABFS,20131002,26.56,26.6,26.19,26.46,402800
ABIO,20131002,1.55,1.66,1.54,1.65,1809800
ABMD,20131002,19.07,19.15,18.8,18.89,269800
ABTL,20131002,7.32,7.35,7.17,7.31,28900
ACAD,20131002,28.05,29.38,28,28.84,3032400
ACAS,20131002,13.82,13.92,13.68,13.72,3512500
ACAT,20131002,57.05,57.5,56.88,57.46,104500
ACCL,20131002,9.78,9.83,9.74,9.75,85000
ACET,20131002,15.72,15.79,15.49,15.75,161500
ACFC,20131002,3.95,3.95,3.95,3.95,0
ACFN,20131002,5.94,5.97,5.53,5.56,151500
ACGL,20131002,54.59,55.12,54.36,55.12,368600
ACHC,20131002,39.53,40.9,39.52,40.71,263200
ACHN,20131002,2.7,2.94,2.67,2.88,7436200
ACIW,20131002,54.82,55.2,54.61,55.19,242600
ACLS,20131002,2.26,2.35,2.2,2.22,1178500
ACNB,20131002,16.87,17.14,16.66,16.66,3400
ACOR,20131002,35.3,36.41,35.3,36.08,324400
ACPW,20131002,2.97,3.02,2.94,3,159400
ACRX,20131002,11.04,11.15,10.68,10.86,593800
ACST,20131002,2.55,2.55,2.31,2.49,53200
ACTG,20131002,22.61,22.99,22.46,22.55,520000
ACTS,20131002,2.4,2.58,2.39,2.57,69000
ACUR,20131002,1.86,1.88,1.8,1.82,292500
ACWI,20131002,54.11,54.35,53.92,54.34,861000
ACWX,20131002,45.06,45.21,44.85,45.21,105400
ACXM,20131002,28.49,28.97,28.29,28.85,457900
ADAT,20131002,0.89,0.91,0.88,0.88,10600
ADBE,20131002,51.88,52.28,51.29,51.52,3691600
ADEP,20131002,7.18,7.18,6.9,7.03,159000
ADES,20131002,42.77,43.49,41.93,42.32,47500
ADHD,20131002,18.5,20.85,18.49,20.48,79000
ADI,20131002,46.56,46.94,46.51,46.8,1436800
ADNC,20131002,11.42,11.68,11.26,11.29,71700
ADP,20131002,72.02,72.11,71.66,72.02,1729600
ADRA,20131002,28.9,28.99,28.9,28.99,2600
ADRD,20131002,23.73,23.85,23.73,23.85,2400
ADRE,20131002,37.31,37.64,37.31,37.62,15600
ADRU,20131002,23.36,23.54,23.36,23.52,1200
ADSK,20131002,41.28,42.82,41.03,42.55,13162700
ADTN,20131002,26.71,26.9,26.48,26.59,292600
ADUS,20131002,28.96,29.69,28.61,29.45,75100
ADVS,20131002,31.8,32.77,31.8,32.62,197900
AEGN,20131002,23.41,23.58,23.25,23.32,239200
AEGR,20131002,89.77,95,89,94.86,778800
AEHR,20131002,2.59,3.45,2.4,3.4,355200
AEIS,20131002,17.92,18.14,17.59,18.1,266000
AEPI,20131002,69.77,70.33,68.21,68.68,217000
AETI,20131002,7.2,7.32,7.2,7.29,10500
AEY,20131002,2.57,2.57,2.51,2.54,26200
AEZS,20131002,1.51,1.51,1.48,1.48,217200
AFAM,20131002,19.32,19.46,19.19,19.25,20200
AFCB,20131002,17.95,18,17.95,18,3600
AFCE,20131002,43.19,43.48,42.85,43.17,72700
AFFX,20131002,6.38,6.53,6.35,6.46,1432100
AFH,20131002,10.02,10.17,9.82,9.95,3400
AFOP,20131002,21.26,21.85,21.02,21.26,552400
AFSI,20131002,38.38,38.6,37.84,38.38,436300
AGEN,20131002,2.84,2.87,2.78,2.82,187600
AGII,20131002,43.03,43.33,42.88,43.09,42500
AGIIL,20131002,22,22.13,21.88,21.91,30500
AGIO,20131002,28.71,30.05,28.1,30.04,127400
AGNC,20131002,22.85,23.04,22.73,23.02,4077800
AGNCP,20131002,25.19,25.5,25.19,25.27,10400
AGYS,20131002,11.5,12.06,11.5,11.85,26800
AHGP,20131002,60.3,60.95,59.51,60.55,38400
AHPI,20131002,2.22,2.26,2.22,2.22,3400
AIMC,20131002,27.01,27.64,26.96,27.39,81400
AINV,20131002,8.3,8.3,8.17,8.19,982000
AIQ,20131002,29.09,30.55,28.44,29.35,78100
AIRM,20131002,42.59,43.06,42.03,42.99,230800
AIRT,20131002,11.2,11.42,11.2,11.4,14100
AIXG,20131002,16.27,16.27,15.95,16.13,303300
AKAM,20131002,51.88,52.34,51.58,52.22,1066400
AKRX,20131002,20.49,20.49,20.17,20.22,611600
ALCO,20131002,41.52,41.52,40,40.01,4100
ALCS,20131002,13.91,13.92,13.77,13.92,13800
ALGN,20131002,49.23,49.23,48.58,48.87,449600
ALGT,20131002,106.8,107.02,103.54,103.85,82200
ALIM,20131002,4.24,4.29,3.95,4.02,188000
ALKS,20131002,31.96,33.01,31.96,32.62,995500
ALLB,20131002,14.49,14.49,14.49,14.49,400
ALLT,20131002,13.7,14.54,13.68,14.09,1385200
ALNY,20131002,64.66,66.17,64.55,66.14,1251700
ALOG,20131002,82.49,85.29,82.49,84.12,98300
ALOT,20131002,11.47,11.75,11.42,11.54,2800
ALSK,20131002,2.61,2.62,2.54,2.62,309600
ALTI,20131002,2.65,2.65,2.57,2.61,13400
ALTR,20131002,36.84,37.01,36.62,36.84,2717200
ALVR,20131002,1.13,1.13,0.8,0.9,805500
ALXA,20131002,5.2,5.25,5.2,5.2,80600
ALXN,20131002,117.09,117.74,115.79,116.75,703300
AMAG,20131002,21.69,22.13,21.03,21.68,161800
