<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAIT,20130103,28.53,28.53,28.27,28.36,7500
AAME,20130103,3.19,3.32,3.09,3.2,5400
AAON,20130103,14.1667,14.62,14.0733,14.4267,153100
AAPL,20130103,547.57,549.67,541,542.1,12605800
AAWW,20130103,46.14,46.14,44.62,44.76,172400
AAXJ,20130103,61.32,61.66,61.23,61.29,416800
ABAX,20130103,37,38.25,37,37.72,128100
ABCB,20130103,12.89,12.98,12.71,12.79,49000
ABCD,20130103,1.19,1.25,1.19,1.2,19100
ABCO,20130103,48.94,49.79,48.58,49.53,160700
ABFS,20130103,9.72,9.81,9.6,9.79,230800
ABIO,20130103,2.52,2.52,2.28,2.46,206600
ABMD,20130103,13.74,13.77,13.39,13.45,586000
ABTL,20130103,4,4,3.88,3.94,13700
ACAD,20130103,4.66,4.8,4.6,4.75,851800
ACAS,20130103,12.37,12.6,12.19,12.58,3605500
ACAT,20130103,34.74,35.34,34.44,34.93,72700
ACCL,20130103,9.55,9.55,9.33,9.34,211500
ACET,20130103,10.4,10.46,10.2,10.27,90400
ACFC,20130103,2.07,2.07,1.81,2.01,7500
ACFN,20130103,7.78,8.39,7.78,7.98,72100
ACGL,20130103,44.27,44.44,44.07,44.25,655300
ACHC,20130103,24.47,24.64,24.12,24.19,391200
ACHN,20130103,8.63,8.85,8.43,8.76,921000
ACIW,20130103,44.28,45.2,44.08,44.69,188500
ACLS,20130103,1.38,1.43,1.32,1.39,541400
ACNB,20130103,16.18,16.25,16.1,16.11,41200
ACOR,20130103,26.04,27.63,26.04,26.95,1241700
ACPW,20130103,3.38,3.92,3.38,3.46,79500
ACRX,20130103,4.68,4.7,4.45,4.61,177300
ACTG,20130103,26.89,27.44,26.37,26.58,801400
ACTS,20130103,1.63,1.69,1.63,1.67,170300
ACUR,20130103,2.26,2.67,2.25,2.54,956900
ACWI,20130103,48.88,49.08,48.72,48.83,1567400
ACWX,20130103,42.37,42.56,42.2,42.26,273100
ACXM,20130103,18.34,18.41,18.14,18.19,260700
ADAT,20130103,1,1,0.95,0.95,2800
ADBE,20130103,38.14,38.3,37.66,37.75,3905900
ADEP,20130103,2.6,2.76,2.55,2.65,30400
ADES,20130103,17.25,18.19,17.24,17.91,58000
ADI,20130103,43.6,43.71,42.64,43.29,2952900
ADNC,20130103,10.66,10.66,10.03,10.43,120500
ADP,20130103,58.75,58.83,57.75,58.62,2251400
ADRA,20130103,27.27,27.43,26.99,27.19,2500
ADRD,20130103,21.33,21.42,21.26,21.4,3700
ADRE,20130103,41,41.48,40.96,41.19,37100
ADRU,20130103,21,21.07,21,21.07,600
ADSK,20130103,36.79,36.92,36.26,36.37,1744000
ADTN,20130103,20,20.71,19.93,20.24,1001600
ADUS,20130103,7.42,7.42,7.25,7.31,32900
ADVS,20130103,21.75,22.34,21.68,22.29,329500
AEGN,20130103,22.79,23.09,22.2,22.39,206500
AEGR,20130103,27.32,28.04,27.02,27.11,454200
AEHR,20130103,0.86,0.88,0.86,0.87,1600
AEIS,20130103,14.39,14.47,14.14,14.21,187700
AEPI,20130103,61.99,61.99,58.81,60.75,28200
AERL,20130103,3.11,3.28,3.1,3.2,182100
AETI,20130103,5.01,5.17,4.95,5.08,2000
AEY,20130103,2.08,2.09,2.05,2.05,7400
AEZS,20130103,2.57,2.72,2.54,2.54,2224100
AFAM,20130103,20.06,20.49,20.06,20.28,28700
AFCB,20130103,16.51,16.51,16.51,16.51,0
AFCE,20130103,26.76,27.5,26.51,26.92,168000
AFFX,20130103,3.29,3.46,3.24,3.44,1442300
AFOP,20130103,12.07,12.2,11.93,12.18,17600
AFSI,20130103,29.54,29.54,29.16,29.38,157500
AGEN,20130103,4.24,4.29,4.1,4.15,43700
AGII,20130103,32.1,34.59,32.1,34.46,56700
AGIIL,20130103,24.95,25,24.85,24.91,39000
AGNC,20130103,30.32,30.76,30.25,30.51,4979000
AGNCP,20130103,25.59,25.87,25.59,25.82,27100
AGYS,20130103,8.48,8.56,8.34,8.51,48000
AHGP,20130103,48.5,49.6,48.18,48.6,28700
AHPI,20130103,2.6,2.67,2.6,2.65,4300
AIMC,20130103,22.68,23,22.45,22.73,131900
AINV,20130103,8.51,8.51,8.42,8.45,1714700
AIRM,20130103,37.55,37.88,37.29,37.76,242200
AIRT,20130103,8.49,8.6,8.4,8.4,2600
AIXG,20130103,12.48,12.66,12.43,12.49,123700
AKAM,20130103,41.89,41.99,40.83,40.95,2091800
AKRX,20130103,13.53,13.67,13.48,13.54,399400
ALCO,20130103,39.32,40.36,38.56,39.17,15900
ALCS,20130103,9.14,9.14,9,9.01,3200
ALGN,20130103,29.04,29.25,28.6,29.17,1242300
ALGT,20130103,75.44,75.79,74.91,75.43,120200
ALIM,20130103,1.77,1.77,1.6,1.74,14700
ALKS,20130103,19,20,19,19.92,993600
ALLB,20130103,12.59,12.59,12.59,12.59,200
ALLT,20130103,16.12,16.24,13.46,13.85,8550200
ALNY,20130103,19.14,19.34,18.66,18.73,118600
ALOG,20130103,74.91,75.53,73.35,73.69,89900
ALOT,20130103,10.2,10.4,10.2,10.25,15200
ALSK,20130103,1.93,1.98,1.92,1.93,355800
ALTI,20130103,2.09,2.17,2.07,2.1,2000
ALTR,20130103,35.27,35.75,35.06,35.19,4365300
ALVR,20130103,3.9,4.2,3.9,4.1,108300
ALXA,20130103,5.1,5.15,4.93,4.96,481800
ALXN,20130103,99.34,99.84,98.06,98.48,1041900
AMAG,20130103,15.82,15.87,15.33,15.7,81700
AMAP,20130103,12.16,12.2,11.55,11.74,259500
AMAT,20130103,11.85,11.9,11.7,11.81,8741400
AMBA,20130103,11.8,12.05,11.65,11.73,220300
AMBT,20130103,3.18,3.29,3.18,3.24,2000
AMCC,20130103,8.72,8.74,8.54,8.55,643200
AMCF,20130103,0.47,0.5,0.45,0.5,8300
AMCN,20130103,2.06,2.15,2.04,2.09,22700
AMCX,20130103,51.25,51.59,51,51.33,758000
AMED,20130103,11.8,11.87,11.44,11.47,282800
AMGN,20130103,89.53,89.58,88.34,88.59,3871200
AMIC,20130103,4.53,4.64,4.52,4.6,2200
AMKR,20130103,4.41,4.47,4.37,4.44,1082700
AMNB,20130103,21.29,21.29,20.18,21.28,8000
AMOT,20130103,6.75,6.75,6.5,6.75,1800
AMOV,20130103,23.35,23.69,23.32,23.48,5500
AMRB,20130103,6.95,7.12,6.89,6.92,6600
AMRI,20130103,5.47,5.54,5.44,5.5,118800
AMRN,20130103,8.11,8.45,8.01,8.38,3733800
AMRS,20130103,3.18,3.6,3.14,3.38,590800
AMSC,20130103,2.83,2.96,2.8,2.9,438900
AMSF,20130103,28.03,28.85,28.03,28.33,106100
AMSG,20130103,30.46,30.61,29.95,30.18,87300
AMSWA,20130103,8.02,8.14,7.95,8.11,49600
AMWD,20130103,27.69,28.23,27.65,28.11,104700
AMZN,20130103,257.19,260.88,256.37,258.48,2751600
ANAC,20130103,5.19,5.25,5.1,5.15,307800
ANAD,20130103,2.67,2.7,2.52,2.53,530000
ANAT,20130103,69.36,69.83,69.01,69.6,7900
ANCB,20130103,14.08,14.08,14.08,14.08,0
ANCI,20130103,1.5,1.56,1.5,1.54,4100
ANCX,20130103,13.63,14.44,13.63,14.2,16300
ANDA,20130103,9.87,9.87,9.87,9.87,0
ANDAW,20130103,0.13,0.13,0.13,0.13,0
ANDE,20130103,43.96,44.36,43.54,43.91,145100
ANEN,20130103,19.17,19.76,19.17,19.53,15600
ANGI,20130103,11.92,11.99,11.5,11.55,192000
ANGO,20130103,11.45,11.51,11.13,11.18,129300
ANIK,20130103,10.62,11.35,10.62,11.18,72400
ANLY,20130103,3.25,3.3,3.17,3.3,6400
ANSS,20130103,69.84,70.5,69.57,69.77,254000
ANTH,20130103,5.36,5.52,5.2,5.52,659600
AOSL,20130103,9,9,8.58,8.76,35600
APAGF,20130103,14.13,14.84,14.12,14.62,18700
APEI,20130103,36.9,37.89,36.66,37.49,86300
