<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20110919,3.91,4.03,3.8,3.89,4700
AAME,20110919,1.99,1.99,1.82,1.98,2700
AAON,20110919,17.11,17.11,16.3,16.66,39500
AAPL,20110919,397,413.23,395.2,411.63,29423500
AAWW,20110919,46,46.3,44.92,45.8,146700
AAXJ,20110919,51.91,52.28,51.51,52.07,167200
ABAX,20110919,24.96,25.27,24.59,25.07,127800
ABCB,20110919,9.06,9.12,8.91,8.93,26400
ABCD,20110919,3,3.08,3,3.02,72800
ABCO,20110919,30.455,31.19,30.115,30.93,49900
ABFS,20110919,20.46,20.7,19.83,20.25,414000
ABIO,20110919,7.68,7.86,7.5,7.74,21900
ABMD,20110919,11.84,12.09,11.56,11.58,115100
ABTL,20110919,4.35,4.5,4.3,4.4,44900
ACAD,20110919,1.37,1.42,1.29,1.3,328100
ACAS,20110919,8.6,8.67,8.45,8.55,2519500
ACAT,20110919,16.33,16.34,15.53,15.67,136200
ACCL,20110919,6.23,6.23,5.98,6.11,196200
ACET,20110919,5.65,5.84,5.55,5.71,97500
ACFC,20110919,2.55,2.65,2.47,2.47,3400
ACFN,20110919,5.65,5.75,5.5,5.72,81200
ACGL,20110919,32.89,33.28,32.79,32.85,702300
ACHN,20110919,5.64,5.66,5.44,5.48,367800
ACIW,20110919,29.69,30.36,29.49,30.07,298800
ACLS,20110919,1.36,1.4,1.35,1.36,294300
ACNB,20110919,14.05,14.05,14.05,14.05,0
ACOR,20110919,23.06,23.34,22.64,22.84,343600
ACPW,20110919,7.5,7.55,7,7.2,538700
ACRX,20110919,3.25,3.4,3.25,3.4,6500
ACTG,20110919,45.5,47.24,44.72,46.47,411200
ACTS,20110919,1.9,1.9,1.86,1.86,18000
ACUR,20110919,3.1,3.12,3,3.08,36200
ACWI,20110919,41.38,42,41.21,41.8,362800
ACWX,20110919,36.93,37.18,36.65,36.98,141500
ACXM,20110919,10.62,10.65,10.22,10.43,1152500
ADAT,20110919,1.96,2.02,1.9,1.98,72600
ADBE,20110919,25.22,25.51,24.84,25.27,7671200
ADEP,20110919,3.94,3.95,3.5,3.86,19100
ADES,20110919,14.08,15.48,13.96,13.99,9400
ADI,20110919,34.54,34.75,33.88,34.59,3553700
ADP,20110919,50.09,50.87,49.9,50.63,2613800
ADRA,20110919,23.48,23.58,23.37,23.5,5100
ADRD,20110919,18.03,18.29,18.03,18.29,37900
ADRE,20110919,39.21,39.59,39.04,39.47,43400
ADRU,20110919,17.7,17.79,17.6,17.78,7500
ADSK,20110919,28.96,29.04,28.32,28.79,3067100
ADTN,20110919,31.03,31.61,30.63,31.31,483400
ADUS,20110919,4.6,4.69,4.51,4.52,18900
ADVS,20110919,22.87,23.21,22.46,22.95,195500
AEGR,20110919,14.51,15,14.5,14.8,19700
AEHR,20110919,1.05,1.05,1.05,1.05,3000
AEIS,20110919,10.4,10.41,9.77,9.95,392100
AEPI,20110919,24.41,24.82,24.28,24.59,7700
AERL,20110919,6.86,7,6.8,6.85,43200
AETI,20110919,3.54,3.6,3.54,3.6,2000
AEY,20110919,2.16,2.23,2.16,2.23,3700
AEZS,20110919,11.1,11.16,10.56,10.68,1533000
AFAM,20110919,18.15,18.4,17,17.14,164600
AFCB,20110919,12.56,12.6,12.56,12.6,1600
AFCE,20110919,12.65,12.98,12.56,12.77,43400
AFFX,20110919,5.31,5.5,5.16,5.4,710800
AFFY,20110919,4.45,4.46,4.3,4.36,212800
AFOP,20110919,7.68,8,7.68,7.95,7500
AFSI,20110919,22.48,22.68,22.13,22.36,233900
AGEN,20110919,0.55,0.67,0.55,0.62,630300
AGII,20110919,27.37,27.73,27.19,27.41,71300
AGNC,20110919,29.5,29.61,29.4,29.49,7371500
AGYS,20110919,9.13,9.2,8.82,9.03,193600
AHGP,20110919,46.61,47.9,46.32,47.71,59700
AHPI,20110919,3.95,3.99,3.95,3.96,1300
AIMC,20110919,13.57,13.69,13.15,13.51,109400
AINV,20110919,8.19,8.27,7.98,8.07,3467500
AIRM,20110919,20.4233,21.0533,19.9567,20.23,110900
AIRT,20110919,7.71,7.74,7.71,7.71,22800
AIXG,20110919,16.37,16.6,16.18,16.47,572300
AKAM,20110919,22.32,22.45,21.91,22.24,2596700
AKRX,20110919,8.92,9.34,8.65,9.19,1401300
ALCO,20110919,19.97,20.5,19.97,20.5,3200
ALGN,20110919,16.73,16.94,16.39,16.64,442100
ALGT,20110919,46.57,47.89,46.18,47.06,149100
ALIM,20110919,7.62,7.95,7.52,7.88,28100
ALKS,20110919,16.31,16.49,15.99,16.32,415400
ALLB,20110919,10.45,10.45,10.45,10.45,0
ALLT,20110919,12.6,12.75,12.07,12.44,142300
ALNY,20110919,7.32,7.46,6.9,6.97,188500
ALOG,20110919,45.01,45.79,44.34,44.98,112400
ALOT,20110919,7.08,7.14,7.07,7.14,2300
ALSK,20110919,7.1,7.15,6.9,7.06,733200
ALTE,20110919,19.19,19.27,18.78,18.92,235000
ALTI,20110919,1.08,1.1,1.08,1.08,65100
ALTR,20110919,37.64,38.15,37.29,38.01,4589200
ALVR,20110919,11.4,11.8,11.3,11.6,136100
ALXA,20110919,12.1,12.8,12.1,12.8,169400
ALXN,20110919,61.57,64.39,61,63.85,1384100
AMAG,20110919,14.11,14.27,13.84,14.07,261700
AMAP,20110919,14.82,15.16,14.41,14.49,39600
AMAT,20110919,11.2,11.3,11.1,11.23,13677900
AMBT,20110919,6.06,7,6.06,6.8,4600
AMCC,20110919,5.7,5.75,5.54,5.61,486600
AMCF,20110919,1.61,2,1.6,1.75,31000
AMCN,20110919,2.53,2.67,2.52,2.61,83300
AMCX,20110919,35.66,36.92,35.04,36.46,100200
AMED,20110919,16,16.02,15.07,15.16,426500
AMGN,20110919,56.12,56.91,55.91,56.53,4541300
AMIC,20110919,5.79,5.79,5.79,5.79,0
AMKR,20110919,4.64,4.74,4.57,4.7,3025200
AMNB,20110919,18.85,19.05,18.5,19.05,12200
AMOT,20110919,5.25,5.29,5.25,5.27,1500
AMOV,20110919,23.52,24.06,23.52,24.06,1400
AMPE,20110919,9.04,9.15,8.73,8.84,52100
AMRB,20110919,4.86,5.09,4.82,4.98,5000
AMRI,20110919,3.26,3.32,3.2,3.21,91100
AMRN,20110919,10.06,10.59,10.06,10.44,1261800
AMRS,20110919,19.51,20.24,19.29,19.92,245100
AMSC,20110919,5.28,5.49,5.13,5.23,1699600
AMSF,20110919,20.01,20.07,19.4,19.71,34300
AMSG,20110919,21.96,22.04,21.61,21.7,129500
AMSWA,20110919,7.49,7.95,7.37,7.83,131000
AMWD,20110919,13.69,13.69,12.9,12.9,7800
AMZN,20110919,237.11,244,232.88,241.69,8223200
ANAC,20110919,6.02,6.47,6.02,6.35,53800
ANAD,20110919,2.56,2.56,2.43,2.51,287700
ANAT,20110919,70.81,71.33,70.2,70.51,15000
ANCB,20110919,6.4,6.47,6.4,6.45,700
ANCI,20110919,2.07,2.1,2.07,2.1,1900
ANCX,20110919,8,8.22,8,8.18,3100
ANDE,20110919,38.66,39.18,38.26,38.75,110300
ANEN,20110919,19.98,20.25,19.9,20.03,69600
ANGO,20110919,13.72,13.72,13.44,13.52,41600
ANIK,20110919,5.64,5.8,5.62,5.75,15800
ANLY,20110919,3.45,3.58,3.43,3.45,16800
ANSS,20110919,52.82,54.14,52.3,53.73,457100
ANTH,20110919,4.75,5.06,4.75,4.9,173000
ANTP,20110919,2.44,2.63,2.31,2.36,1400
AOSL,20110919,8.27,8.28,8.07,8.17,28400
APAGF,20110919,75.57,75.57,73.63,74.55,20200
APEI,20110919,37.89,38.74,37.47,38.33,127500
APFC,20110919,7.09,7.19,6.91,7,700
APOG,20110919,9,9.02,8.68,8.86,152500
APOL,20110919,46.52,46.85,45.03,45.63,1354000
APPY,20110919,18.9,21.3,18.9,20.34,14200
APRI,20110919,4,4.14,3.88,4.09,129800
APSA,20110919,15.8,17.7,15.05,17.7,11500
APWC,20110919,3.5,3.5,3.45,3.45,4900
ARAY,20110919,5,5.12,4.89,4.91,901600
ARCC,20110919,14.11,14.25,13.88,14.1,1298400
ARCI,20110919,4.62,4.62,4.62,4.62,700
ARCP,20110919,11.88,12.11,11.11,11.5,14600
ARCW,20110919,3.1,3.1,3.1,3.1,500
ARDNA,20110919,86.34,86.34,80.61,80.61,300
AREX,20110919,20.57,21.96,19.96,21.41,620500
ARIA,20110919,10.03,10.48,9.96,10.28,3259100
ARII,20110919,17.42,17.64,17.02,17.36,33500
ARKR,20110919,13.66,13.79,13.59,13.59,1400
ARLP,20110919,69.75,71.86,69.06,71.85,55400
ARMH,20110919,27.5,28.5,27.4,28.24,4995300
ARNA,20110919,1.57,1.57,1.41,1.45,2427100
AROW,20110919,23.43,23.79,23.18,23.35,21000
ARQL,20110919,4.85,5.02,4.81,4.96,245200
ARRS,20110919,11.09,11.34,10.96,11.17,889100
ARRY,20110919,2.09,2.27,2.09,2.23,336700
ARTC,20110919,31.16,31.2,30.54,30.95,138200
ARTNA,20110919,17.01,17.22,16.8,16.96,17100
ARTW,20110919,6,6.08,6,6,1300
ARTX,20110919,1.67,1.75,1.57,1.57,13700
ARUN,20110919,19.7,20.63,19.68,20.4,3131400
ARWR,20110919,0.44,0.47,0.43,0.47,34400
ASBC,20110919,10.08,10.15,9.75,9.82,1863300
ASBI,20110919,4,4,3.95,3.95,4000
ASCA,20110919,17.67,17.85,17.16,17.4,247100
ASCMA,20110919,43.18,43.38,42.31,43.29,28700
ASEI,20110919,63.99,65.31,63.25,65.02,47300
ASFI,20110919,8.08,8.3,8.08,8.3,35600
ASIA,20110919,10.66,10.88,8.94,9.25,1798300
ASMI,20110919,25.52,25.86,25.2,25.74,25100
ASML,20110919,36.01,36.53,35.81,36.01,5062200
ASNA,20110919,13.345,13.665,13.17,13.505,472500
ASPS,20110919,36.14,37.19,36.14,37.05,60400
ASRV,20110919,1.9,1.9,1.88,1.88,800
ASRVP,20110919,25.2,25.2,25.2,25.2,0
ASTC,20110919,0.76,0.76,0.7,0.72,35000
ASTE,20110919,32.88,33.64,32.61,33.3,50800
ASTI,20110919,0.92,0.92,0.82,0.87,158600
ASTM,20110919,2.59,2.73,2.55,2.59,429700
ASTX,20110919,2.13,2.19,2.08,2.1,251700
ASUR,20110919,2.24,2.28,2.22,2.28,900
ASYS,20110919,10.79,11.03,10.45,10.49,156800
ATAI,20110919,9.48,10,9.36,9.91,37600
ATAX,20110919,5.35,5.4,5.35,5.4,32000
ATEA,20110919,2.8,2.81,2.66,2.73,4800
ATEC,20110919,2.54,2.61,2.47,2.56,142000
ATHN,20110919,67.58,72.7,67.1,69.25,2112900
ATHX,20110919,1.91,1.97,1.88,1.92,49900
ATLO,20110919,15.32,15.93,15.08,15.41,4500
ATMI,20110919,17.57,17.69,17.24,17.35,84000
ATML,20110919,10.31,10.44,10.07,10.29,6955300
ATNI,20110919,31.55,32.06,30.93,31.23,18700
ATNY,20110919,4.75,4.88,4.75,4.85,12500
ATRC,20110919,10.06,11,9.6,10.79,118800
ATRI,20110919,200,202.47,198.41,199.23,700
ATRM,20110919,1.37,1.37,1.32,1.32,1500
ATRO,20110919,28.49,29.61,28.49,29.2,24400
ATSG,20110919,5.11,5.14,5.01,5.07,277300
ATVI,20110919,11.99,12.1,11.86,12.04,5452400
ATX,20110919,10,10.26,9.91,10.1,24500
AUBN,20110919,19.48,19.48,19.48,19.48,0
AUDC,20110919,3.53,3.6,3.46,3.5,87700
AUXL,20110919,16.16,16.33,15.65,16,538100
